restaurant_id,restaurant_name,phone,address,content,open_time,close_time,rating,likes,rest_day,location_id,category_id
103,목포녹동세발낚지,,"부산광역시 사상구 삼덕로46번길 99","부산광역시 사상구에서 어디를 갈지 고민이라면! "목포녹동세발낚지"에 가보시는 건 어떨까요?",10:30:00,23:30:00,4.5,0,금요일,3,9
104,부일식당,051-405-0949,"부산광역시 영도구 하리해안길 12","어디 가야 할지 고민이시라고요? 그럼 부산광역시 영도구 맛집, "부일식당"을 추천합니다! 50년 이상의 전통을 자랑합니다.",11:00:00,00:00:00,4.7,0,토요일,9,9
105,아웃백스테이크하우스(동래점),051-558-5041,"부산광역시 동래구 온천장로 20","부산광역시 동래구에 가신다면 "아웃백스테이크하우스(동래점)"에 방문해보세요~ 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다. 네이버 온라인 예약이 가능합니다!",11:30:00,21:00:00,8.3,0,일요일,11,10
106,"티지아이에프(롯데백화점 광복점)",051-678-3194,"부산광역시 중구 중앙대로 2","부산광역시 중구에서 가 볼 만한 식당을 찾으신다면? "티지아이에프(롯데백화점 광복점)"를 추천합니다!",12:00:00,21:30:00,4.2,0,월요일,6,10
107,신사식탁(서면센트럴점),,"부산광역시 부산진구 중앙대로666번길 50","부산광역시 부산진구에서 식당을 찾으신다면? "신사식탁(서면센트럴점)"을 방문해보세요!",10:30:00,22:00:00,8.2,0,화요일,8,10
108,닛닛버거(부경대점),051-622-9122,"부산광역시 남구 수영로334번길 52-1","부산광역시 남구에서 어디를 갈지 고민이라면! "닛닛버거(부경대점)"에 가보시는 건 어떨까요?",11:00:00,22:30:00,5.3,0,수요일,10,10
109,올리브장작(온천천점),051-524-5550,"부산광역시 동래구 온천천로471번길 9","부산광역시 동래구에서 가 볼 만한 식당을 찾으신다면? 안락역 근처에 있는 "올리브장작(온천천점)"을 추천합니다! 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다.",11:30:00,23:00:00,6.9,0,목요일,11,10
110,명성초밥,051-806-5152,"부산광역시 부산진구 가야대로784번길 56-3","부산광역시 부산진구에서 식당을 찾으신다면? "명성초밥"을 방문해보세요! 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다.",12:00:00,23:30:00,2.6,0,금요일,8,11
111,주책공사,051-466-6886,"부산광역시 중구 대청로141번길 15-1","부산광역시 중구에서 식당을 찾으신다면? "주책공사"를 방문해보세요!",10:30:00,00:00:00,4.4,0,토요일,6,11
112,일송초밥,051-805-3300,"부산광역시 부산진구 중앙대로691번길 52","부산광역시 부산진구에서 식당을 찾으신다면? "일송초밥"을 방문해보세요! 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다. 위생 수준이 우수하고 친절한 서비스로 지방자치단체의 선정을 받은 모범음식점입니다. 레드테이블에서 온라인 예약이 가능합니다!",11:00:00,21:00:00,5.1,0,일요일,8,11
113,통영다찌,051-866-5188,"부산광역시 연제구 반송로 13-1",""통영다찌"를 부산광역시 연제구의 가 볼 만한 식당으로 추천합니다!",11:30:00,21:30:00,3.4,0,월요일,12,11
114,팔금산,051-412-8278,"부산광역시 영도구 태종로95번길 6","부산광역시 영도구에 가신다면 "팔금산"에 방문해보세요~",12:00:00,22:00:00,6.8,0,화요일,9,11
115,강가면옥,051-463-1191,"부산광역시 중구 대청로137번길 11","부산광역시 중구에서 식당을 찾으신다면? "강가면옥"을 방문해보세요!",10:30:00,22:30:00,7.9,0,수요일,6,12
116,해주냉면,051-291-4841,"부산광역시 사하구 낙동대로324번길 5",""해주냉면"은 부산광역시 사하구에 있습니다. 위생 수준이 우수하고 친절한 서비스로 지방자치단체의 선정을 받은 모범음식점입니다. 레드테이블에서 온라인 예약이 가능합니다!",11:00:00,23:00:00,2.8,0,목요일,2,12
117,황산밀냉면,051-902-6918,"부산광역시 남구 용호로 138-2","부산광역시 남구에서 맛집을 찾으신다면 "황산밀냉면"을 추천합니다.",11:30:00,23:30:00,2.5,0,금요일,10,12
